participant_id,choice_type,choice_id,third_alternative,Ax,Ay,Bx,By,Tx,Ty,choice
239,pairwise,016,,26.0,9.0,33.0,5.0,,,A
321,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,T
321,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
321,pairwise,016,,26.0,9.0,33.0,5.0,,,A
321,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,A
321,pairwise,011,,4.5,77.0,7.2,56.0,,,A
321,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,A
202,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
202,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
202,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,T
202,attraction,021,Da,-19.93,14.55,-13.49,9.25,-21.54,13.22,A
202,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,B
202,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
226,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
226,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
226,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,A
226,pairwise,011,,4.5,77.0,7.2,56.0,,,A
226,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,T
226,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,A
223,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,B
223,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,B
223,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
223,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
223,pairwise,016,,26.0,9.0,33.0,5.0,,,A
223,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,A
72,attraction,021,Da,-19.93,14.55,-13.49,9.25,-21.54,13.22,A
72,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,A
72,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
72,pairwise,016,,26.0,9.0,33.0,5.0,,,B
72,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,A
72,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
50,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,T
50,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,B
50,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
50,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
50,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
50,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,A
88,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,B
88,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,A
88,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,T
88,pairwise,011,,4.5,77.0,7.2,56.0,,,A
88,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
88,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
235,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
235,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,B
235,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,A
235,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,T
235,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
235,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
338,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
338,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
338,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,B
338,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,A
338,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,B
338,pairwise,016,,26.0,9.0,33.0,5.0,,,B
240,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
240,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,T
240,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
240,similarity,016,Sb,26.0,9.0,33.0,5.0,27.0,8.0,T
240,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,B
240,pairwise,011,,4.5,77.0,7.2,56.0,,,A
247,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
247,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
247,compromise,036,Ca,407.0,-2.58,452.0,-2.85,363.0,-2.32,B
247,pairwise,016,,26.0,9.0,33.0,5.0,,,B
247,attraction,025,Da,1309.0,-1.35,1923.0,-2.5,1155.0,-1.64,B
247,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
138,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
138,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
138,attraction,025,Da,1309.0,-1.35,1923.0,-2.5,1155.0,-1.64,B
138,pairwise,011,,4.5,77.0,7.2,56.0,,,A
138,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
138,similarity,026,Sa,-64.7,325.0,-39.3,203.0,-39.8,205.0,T
75,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,B
75,pairwise,016,,26.0,9.0,33.0,5.0,,,A
75,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
75,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
75,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,A
75,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,T
178,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,T
178,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
178,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
178,attraction,018,Db,3.04,-4.97,5.62,-7.83,4.98,-8.55,B
178,compromise,011,Ca,4.5,77.0,7.2,56.0,1.9,97.0,A
178,pairwise,016,,26.0,9.0,33.0,5.0,,,B
335,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
335,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,A
335,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
335,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,A
335,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
335,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,B
230,compromise,025,Cb,1309.0,-1.35,1923.0,-2.5,2537.0,-3.65,T
230,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,B
230,pairwise,011,,4.5,77.0,7.2,56.0,,,A
230,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
230,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
230,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,B
214,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,B
214,pairwise,011,,4.5,77.0,7.2,56.0,,,B
214,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,T
214,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,A
214,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
214,pairwise,016,,26.0,9.0,33.0,5.0,,,B
220,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
220,similarity,026,Sa,-64.7,325.0,-39.3,203.0,-39.8,205.0,A
220,pairwise,011,,4.5,77.0,7.2,56.0,,,B
220,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,A
220,pairwise,016,,26.0,9.0,33.0,5.0,,,A
220,attraction,015,Da,-9.49,356.0,-6.49,259.0,-10.24,332.0,A
352,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,A
352,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
352,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,A
352,attraction,016,Db,26.0,9.0,33.0,5.0,31.0,4.0,B
352,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
352,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
14,similarity,021,Sa,-19.93,14.55,-13.49,9.25,-13.62,9.36,A
14,pairwise,011,,4.5,77.0,7.2,56.0,,,A
14,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,A
14,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
14,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,A
14,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
73,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
73,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,A
73,compromise,026,Ca,-64.7,325.0,-39.3,203.0,-90.0,446.0,B
73,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
73,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,B
73,pairwise,016,,26.0,9.0,33.0,5.0,,,A
96,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,B
96,pairwise,011,,4.5,77.0,7.2,56.0,,,A
96,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
96,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,A
96,pairwise,016,,26.0,9.0,33.0,5.0,,,B
96,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,A
90,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,B
90,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
90,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
90,attraction,015,Db,-9.49,356.0,-6.49,259.0,-7.24,235.0,B
90,pairwise,016,,26.0,9.0,33.0,5.0,,,A
90,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,T
296,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,T
296,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
296,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
296,compromise,015,Cb,-9.49,356.0,-6.49,259.0,-3.49,162.0,A
296,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,A
296,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
186,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,A
186,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
186,pairwise,011,,4.5,77.0,7.2,56.0,,,A
186,attraction,018,Db,3.04,-4.97,5.62,-7.83,4.98,-8.55,B
186,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
186,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,T
177,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,A
177,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
177,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
177,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
177,similarity,016,Sb,26.0,9.0,33.0,5.0,27.0,8.0,A
177,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,B
52,attraction,011,Da,4.5,77.0,7.2,56.0,3.8,72.0,A
52,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
52,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,B
52,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
52,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,T
52,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
171,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
171,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
171,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,A
171,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,B
171,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
171,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,A
49,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
49,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,B
49,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
49,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
49,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,B
49,compromise,018,Cb,3.04,-4.97,5.62,-7.83,8.2,-10.69,B
7,pairwise,016,,26.0,9.0,33.0,5.0,,,A
7,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
7,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,A
7,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,B
7,attraction,015,Da,-9.49,356.0,-6.49,259.0,-10.24,332.0,B
7,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
312,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
312,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
312,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,B
312,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
312,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
312,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,B
179,pairwise,011,,4.5,77.0,7.2,56.0,,,B
179,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,T
179,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
179,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,A
179,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
179,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,B
76,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
76,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,A
76,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,T
76,compromise,011,Ca,4.5,77.0,7.2,56.0,1.9,97.0,T
76,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
76,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
255,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,T
255,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,B
255,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
255,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
255,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
255,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
1,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
1,similarity,036,Sb,407.0,-2.58,452.0,-2.85,408.0,-2.59,B
1,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
1,attraction,016,Da,26.0,9.0,33.0,5.0,24.0,8.0,A
1,compromise,011,Ca,4.5,77.0,7.2,56.0,1.9,97.0,T
1,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
292,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,B
292,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
292,pairwise,016,,26.0,9.0,33.0,5.0,,,A
292,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,B
292,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
292,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
134,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
134,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,B
134,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,T
134,attraction,016,Db,26.0,9.0,33.0,5.0,31.0,4.0,B
134,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
134,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
349,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
349,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,A
349,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
349,pairwise,016,,26.0,9.0,33.0,5.0,,,A
349,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
349,compromise,026,Cb,-64.7,325.0,-39.3,203.0,-13.9,81.0,B
106,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
106,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,B
106,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,B
106,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
106,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
106,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,B
30,attraction,015,Da,-9.49,356.0,-6.49,259.0,-10.24,332.0,A
30,pairwise,016,,26.0,9.0,33.0,5.0,,,B
30,compromise,036,Ca,407.0,-2.58,452.0,-2.85,363.0,-2.32,B
30,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
30,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
30,similarity,011,Sb,4.5,77.0,7.2,56.0,4.6,76.0,A
17,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,A
17,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
17,similarity,026,Sa,-64.7,325.0,-39.3,203.0,-39.8,205.0,A
17,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
17,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,T
17,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
282,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,B
282,similarity,025,Sa,1309.0,-1.35,1923.0,-2.5,1911.0,-2.48,B
282,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
282,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
282,pairwise,011,,4.5,77.0,7.2,56.0,,,A
282,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,B
351,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
351,compromise,011,Ca,4.5,77.0,7.2,56.0,1.9,97.0,A
351,attraction,018,Db,3.04,-4.97,5.62,-7.83,4.98,-8.55,A
351,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,T
351,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
351,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
271,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
271,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,A
271,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,A
271,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
271,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
271,attraction,026,Db,-64.7,325.0,-39.3,203.0,-45.6,172.0,A
245,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
245,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,A
245,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,A
245,attraction,015,Da,-9.49,356.0,-6.49,259.0,-10.24,332.0,B
245,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
245,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
193,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
193,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
193,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,A
193,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
193,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,A
193,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
0,pairwise,011,,4.5,77.0,7.2,56.0,,,A
0,attraction,036,Db,407.0,-2.58,452.0,-2.85,441.0,-2.92,B
0,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
0,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,T
0,pairwise,016,,26.0,9.0,33.0,5.0,,,B
0,similarity,015,Sa,-9.49,356.0,-6.49,259.0,-6.55,261.0,A
59,similarity,011,Sa,4.5,77.0,7.2,56.0,7.1,57.0,A
59,compromise,026,Ca,-64.7,325.0,-39.3,203.0,-90.0,446.0,A
59,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
59,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
59,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
59,attraction,025,Da,1309.0,-1.35,1923.0,-2.5,1155.0,-1.64,B
200,pairwise,016,,26.0,9.0,33.0,5.0,,,B
200,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
200,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,A
200,similarity,015,Sb,-9.49,356.0,-6.49,259.0,-9.43,354.0,T
200,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
200,compromise,026,Ca,-64.7,325.0,-39.3,203.0,-90.0,446.0,T
132,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
132,compromise,016,Cb,26.0,9.0,33.0,5.0,40.0,1.0,B
132,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,B
132,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
132,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,A
132,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
211,compromise,018,Ca,3.04,-4.97,5.62,-7.83,0.47,-2.12,A
211,pairwise,011,,4.5,77.0,7.2,56.0,,,A
211,attraction,021,Da,-19.93,14.55,-13.49,9.25,-21.54,13.22,A
211,similarity,026,Sb,-64.7,325.0,-39.3,203.0,-64.2,323.0,B
211,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
211,pairwise,016,,26.0,9.0,33.0,5.0,,,B
28,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
28,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,A
28,similarity,016,Sb,26.0,9.0,33.0,5.0,27.0,8.0,B
28,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
28,compromise,025,Cb,1309.0,-1.35,1923.0,-2.5,2537.0,-3.65,T
28,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
168,similarity,018,Sa,3.04,-4.97,5.62,-7.83,5.57,-7.77,T
168,compromise,036,Cb,407.0,-2.58,452.0,-2.85,497.0,-3.12,T
168,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,B
168,pairwise,016,,26.0,9.0,33.0,5.0,,,B
168,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
168,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
101,attraction,011,Db,4.5,77.0,7.2,56.0,6.5,51.0,B
101,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
101,pairwise,036,,407.0,-2.58,452.0,-2.85,,,B
101,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,A
101,similarity,021,Sb,-19.93,14.55,-13.49,9.25,-19.8,14.44,A
101,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
67,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,T
67,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,B
67,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
67,pairwise,021,,-19.93,14.55,-13.49,9.25,,,B
67,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,B
67,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
158,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,T
158,attraction,018,Da,3.04,-4.97,5.62,-7.83,2.39,-5.69,A
158,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
158,pairwise,011,,4.5,77.0,7.2,56.0,,,A
158,compromise,025,Ca,1309.0,-1.35,1923.0,-2.5,696.0,-0.21,A
158,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
68,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,A
68,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
68,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,A
68,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
68,pairwise,026,,-64.7,325.0,-39.3,203.0,,,A
68,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
185,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
185,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
185,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
185,attraction,021,Da,-19.93,14.55,-13.49,9.25,-21.54,13.22,A
185,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,A
185,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,T
222,compromise,011,Cb,4.5,77.0,7.2,56.0,9.9,35.0,B
222,attraction,021,Db,-19.93,14.55,-13.49,9.25,-15.1,7.92,A
222,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,B
222,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
222,pairwise,026,,-64.7,325.0,-39.3,203.0,,,B
222,pairwise,015,,-9.49,356.0,-6.49,259.0,,,B
159,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
159,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,A
159,similarity,025,Sb,1309.0,-1.35,1923.0,-2.5,1321.0,-1.37,B
159,compromise,016,Ca,26.0,9.0,33.0,5.0,20.0,12.0,B
159,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
159,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
60,compromise,015,Ca,-9.49,356.0,-6.49,259.0,-12.48,452.0,A
60,similarity,026,Sa,-64.7,325.0,-39.3,203.0,-39.8,205.0,T
60,attraction,025,Da,1309.0,-1.35,1923.0,-2.5,1155.0,-1.64,B
60,pairwise,016,,26.0,9.0,33.0,5.0,,,B
60,pairwise,018,,3.04,-4.97,5.62,-7.83,,,B
60,pairwise,011,,4.5,77.0,7.2,56.0,,,A
256,pairwise,021,,-19.93,14.55,-13.49,9.25,,,A
256,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,B
256,attraction,026,Da,-64.7,325.0,-39.3,203.0,-71.1,294.0,A
256,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,A
256,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
256,compromise,015,Cb,-9.49,356.0,-6.49,259.0,-3.49,162.0,B
19,pairwise,018,,3.04,-4.97,5.62,-7.83,,,A
19,similarity,016,Sa,26.0,9.0,33.0,5.0,32.0,6.0,B
19,attraction,036,Da,407.0,-2.58,452.0,-2.85,396.0,-2.65,A
19,compromise,021,Cb,-19.93,14.55,-13.49,9.25,-7.05,3.95,A
19,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
19,pairwise,011,,4.5,77.0,7.2,56.0,,,A
81,pairwise,015,,-9.49,356.0,-6.49,259.0,,,A
81,pairwise,025,,1309.0,-1.35,1923.0,-2.5,,,B
81,attraction,016,Db,26.0,9.0,33.0,5.0,31.0,4.0,B
81,similarity,018,Sb,3.04,-4.97,5.62,-7.83,3.09,-5.03,B
81,pairwise,036,,407.0,-2.58,452.0,-2.85,,,A
81,compromise,021,Ca,-19.93,14.55,-13.49,9.25,-26.36,19.84,A
290,attraction,025,Db,1309.0,-1.35,1923.0,-2.5,1770.0,-2.79,B
290,similarity,036,Sa,407.0,-2.58,452.0,-2.85,451.0,-2.84,B
